ts_code,trade_date,open,high,low,close,vol,amount,total_mv,market_cap,year_month,monthly_return,market_cap_group
600003.SH,20190131,12.169126484495717,12.543730220663102,12.162084648925664,12.163780325637385,1499978,18245402.88528891,2500000,250.0,201901,0.0,3
600003.SH,20190228,12.128990249443923,12.644473071828235,12.01159712504723,12.055258248061667,2057393,24802403.932754338,2500000,250.0,201902,-0.0089217393499769,3
600003.SH,20190329,11.049895591384992,11.258120862097302,11.049895591384992,11.183419873057044,1914513,21410802.73142606,2500000,250.0,201903,-0.0723201740738157,3
600003.SH,20190430,11.21663509422185,11.810216802309876,10.665229831731304,11.32897776809264,2101957,23813024.122486703,2500000,250.0,201904,0.0130155083764915,3
600003.SH,20190531,11.700691217151448,12.46465139847592,11.700691217151448,11.812525938187628,2226843,26304640.697771557,2500000,250.0,201905,0.042682418484117,3
600003.SH,20190628,12.481324568342746,13.049533112929904,11.79975659242358,12.511661400777964,2980054,37285426.60403398,2500000,250.0,201906,0.0591859409451254,3
600003.SH,20190731,12.295639181567706,12.594264955043109,11.616425748036749,12.227038122983725,2600395,31795128.79981626,2500000,250.0,201907,-0.0227486397431234,3
600003.SH,20190830,11.500668149216883,11.947088554564225,11.020925453810635,11.602013323197864,1829565,21226637.5056565,2500000,250.0,201908,-0.0511182506751959,3
600003.SH,20190930,11.872697258256135,11.90645809513548,11.298754870626224,11.519084243561773,1866828,21504149.00023994,2500000,250.0,201909,-0.0071478179972674,3
600003.SH,20191031,11.834123188792336,12.277446943168847,11.750532005207372,11.932571125967783,790844,9436802.279544868,2500000,250.0,201910,0.0358958119988677,3
600003.SH,20191129,12.233668616875086,12.914916310943909,12.233668616875086,12.4516236279222,2230641,27775102.181012,2500000,250.0,201911,0.0434987980775447,3
600003.SH,20191231,13.70180397885187,14.227012993567874,13.266994734193103,13.474821341984248,1469011,19794660.774409626,2500000,250.0,201912,0.0821738389014243,3
600003.SH,20200131,12.553510512479784,12.913438723064624,12.214569657414486,12.45657490812921,1717389,21392784.72489712,2500000,250.0,202001,-0.0755665999579846,3
600003.SH,20200228,12.34443145989522,12.749389216503038,12.078093235991568,12.419831213436984,1987064,24678999.49029695,2500000,250.0,202002,-0.0029497430042545,3
600003.SH,20200331,12.433901837160022,12.474906371523431,12.104113717552572,12.416644586736664,1690128,20985718.682092067,2500000,250.0,202003,-0.0002565756849313,3
600003.SH,20200430,12.8942746116707,13.082373201124955,12.73941729872268,12.830230892122122,1849817,23733579.21817267,2500000,250.0,202004,0.0333090234238682,3
600003.SH,20200529,13.084112380055831,13.335922296140591,12.958787986079091,13.192600294589196,1403831,18520181.264153447,2500000,250.0,202005,0.0282434046210011,3
600003.SH,20200630,13.723097227381098,14.31449135003967,13.147378592210774,13.799852292381454,2899783,40016577.07995877,2500000,250.0,202006,0.0460297427521787,3
600003.SH,20200731,13.505870920239516,13.84622198965422,13.073759239113162,13.5871851626575,1888337,25657184.468497176,2500000,250.0,202007,-0.0154108265232202,3
600003.SH,20200831,14.586812528048846,15.318841392362128,14.586812528048846,14.798752235260752,1159267,17155705.107514028,2500000,250.0,202008,0.0891698359961323,3
600003.SH,20200930,15.533567480776602,16.15505643247081,14.70606471401306,15.512698057499044,2343960,36361143.73885546,2500000,250.0,202009,0.0482436499299707,3
600003.SH,20201030,14.947301767696814,15.6946153860175,14.947301767696814,15.069542455733034,1717213,25877614.20903669,2500000,250.0,202010,-0.028567280825258,3
600003.SH,20201130,15.33793304349283,15.55413675921395,14.496926105284029,15.286258433453026,2272096,34731846.641614884,2500000,250.0,202011,0.0143810589045154,3
600003.SH,20201231,15.209692264543955,15.920544758146823,14.781134527280978,15.147250369652522,2897259,43885507.458729096,2500000,250.0,202012,-0.0090936617620106,3
600003.SH,20210129,15.0201061249095,15.849783734033997,14.508462757526797,15.126656821748272,2567221,38833471.05258542,2500000,250.0,202101,-0.0013595568437627,3
600003.SH,20210226,14.60408924833494,15.042042920115524,14.1381048828022,14.499062164371718,1860152,26970459.48318038,2500000,250.0,202102,-0.041489316824735,3
600003.SH,20210331,13.035864555915522,13.706852983591263,12.562059448961367,13.037753027407518,2583463,33682552.54944531,2500000,250.0,202103,-0.1007864591790667,3
600003.SH,20210430,14.23116979843496,14.649593265151928,13.44437635191517,13.880921723751426,1850419,25685521.29514239,2500000,250.0,202104,0.064671319864046,3
600003.SH,20210531,13.802252834798578,13.878593752329415,13.46115466244771,13.765052928385469,1569952,21610472.37502462,2500000,250.0,202105,-0.0083473416010766,3
600003.SH,20210630,13.7102340028832,14.391015917282076,12.904706256704848,13.638337058833152,3063802,41785164.35752713,2500000,250.0,202106,-0.0092056216718942,3
