ts_code,trade_date,open,high,low,close,vol,amount,total_mv,market_cap,year_month,monthly_return,market_cap_group
000010.SZ,20190131,21.37750060482527,21.513080927637464,21.24531899596372,21.39158650412952,2348685,50242098.34845144,100000,10.0,201901,0.0,1
000010.SZ,20190228,21.747125193205445,23.17518932665842,21.72480187873415,22.22080886641333,3803139,84508824.81140234,100000,10.0,201902,0.0387639487199202,1
000010.SZ,20190329,20.56042440212701,20.665610042982475,19.6243589850436,20.570469067357383,3465554,71288071.35825665,100000,10.0,201903,-0.0742700146055633,1
000010.SZ,20190430,20.7046784403084,20.87840310787035,20.226172019409244,20.62355748827845,3160202,65174607.62157254,100000,10.0,201904,0.0025808075035738,1
000010.SZ,20190531,21.37247033007625,22.060321868722298,20.50972669188068,21.326136069596576,3310199,70593754.29144251,100000,10.0,201905,0.034066798694524,1
000010.SZ,20190628,20.210992831049683,20.985850982925868,20.210992831049683,20.622282345323217,2334442,48141522.04278103,100000,10.0,201906,-0.0330042780359448,1
000010.SZ,20190731,21.190074563795804,21.782482129799785,20.274528065564247,20.957921936664054,3156190,66147183.63727972,100000,10.0,201907,0.0162755792846058,1
000010.SZ,20190830,21.186226531468343,22.153526280263165,20.70624586675334,21.13454327888776,3579273,75646300.12545444,100000,10.0,201908,0.0084274262857484,1
000010.SZ,20190930,21.189354893591627,21.649277654262573,20.060061137562226,21.202481780364607,4465959,94689414.32935534,100000,10.0,201909,0.0032145715467015,1
000010.SZ,20191031,20.9220632267667,21.199180283118363,19.891129120801025,21.08099133650847,3384580,71350301.65771984,100000,10.0,201910,-0.005730010529647,1
000010.SZ,20191129,21.75445326325289,22.654755492680334,21.102828126775293,21.600665378462647,3727927,80525703.68233612,100000,10.0,201911,0.0246513094976799,1
000010.SZ,20191231,23.17566632379497,24.046245618477837,22.41898210028017,22.964787762073136,2422018,55621129.32592085,100000,10.0,201912,0.0631518686906105,1
000010.SZ,20200131,21.81985411063412,22.443111670400302,20.745154025289537,21.925555710365344,5156785,113065376.80387636,100000,10.0,202001,-0.045253283525838,1
000010.SZ,20200228,23.13931781415681,24.31773966030597,23.03701293605007,23.11860640661316,2445848,56544597.24240198,100000,10.0,202002,0.0544137038991352,1
