ts_code,trade_date,open,high,low,close,vol,amount,total_mv,market_cap,year_month,monthly_return,market_cap_group
600006.SH,20190131,17.319738155780414,17.850774929134236,17.066053668258355,17.213048944017043,2504793,43115124.50363128,800000,80.0,201901,0.0,2
600006.SH,20190228,16.335356047279554,16.409807759420353,15.44969754750806,16.399260034858887,2381903,39061446.67481049,800000,80.0,201902,-0.0472774411903949,2
600006.SH,20190329,15.309272446798012,15.723437908131878,14.918592250090668,15.214403065523468,2700456,41085826.04471124,800000,80.0,201903,-0.0722506361150956,2
600006.SH,20190430,15.84299764338339,15.84299764338339,15.027796560102017,15.804858672066713,2850560,45052697.93624649,800000,80.0,201904,0.0388089893504428,2
600006.SH,20190531,15.12933996123467,15.243631308881335,14.598484652345016,15.09524193035606,2213604,33414887.91800389,800000,80.0,201905,-0.0448986451846494,2
600006.SH,20190628,15.224909530701234,16.02906874113484,15.090225683072257,15.21743303451782,2847628,43333588.39721792,800000,80.0,201906,0.0080946767680509,2
600006.SH,20190731,14.351234663936946,14.501474869891473,14.351234663936946,14.372936346025469,574294,8254291.10590435,800000,80.0,201907,-0.0554953444892298,2
600006.SH,20190830,14.763720903042522,15.429006091145506,14.763720903042522,14.912992280533135,2204315,32872932.5788634,800000,80.0,201908,0.0375745026281293,2
600006.SH,20190930,14.742324572314809,14.920643317507656,14.219011549901497,14.611463491346909,2680676,39168599.50612987,800000,80.0,201909,-0.0202192010506055,2
600006.SH,20191031,15.311486175042884,15.822432722825454,14.432275605838615,15.241306532326188,3121980,47583054.16779172,800000,80.0,201910,0.0431060886784051,2
600006.SH,20191129,14.269541240224056,14.892550361657936,14.25750417586285,14.34797059288584,2901984,41637581.09302522,800000,80.0,201911,-0.0586128188909277,2
600006.SH,20191231,14.808647881157402,15.323996075859036,14.25549138812216,14.943230784418956,2521925,37685707.29599578,800000,80.0,201912,0.0414874136854075,2
600006.SH,20200131,15.31758833537346,15.373149083217362,14.441624386152588,15.325315841889676,2212038,33900181.00426196,800000,80.0,202001,0.0255691063721716,2
600006.SH,20200228,15.38216552486443,15.969011637645384,14.950437449932515,15.308833883311252,2743268,41996234.1094035,800000,80.0,202002,-0.0010754726850961,2
600006.SH,20200331,15.549543431856552,16.03205419241071,15.549543431856552,15.735942479417831,2199209,34606626.32421801,800000,80.0,202003,0.0278994859675227,2
600006.SH,20200430,16.97272803485993,17.49219578447775,16.97272803485993,17.178095617740208,2085849,35830913.566167794,800000,80.0,202004,0.091647077396773,2
600006.SH,20200529,16.30762053899416,16.847247981473192,15.957667129651051,16.28648324464969,2747405,44745565.49876679,800000,80.0,202005,-0.0519040289989845,2
600006.SH,20200630,17.926713854094018,18.35869928600269,16.92512848847304,17.390832336942736,3250263,56524778.88396851,800000,80.0,202006,0.067807707514502,2
600006.SH,20200731,16.846971997822607,17.42999325904758,15.977506564133408,16.694527065799605,2741675,45770967.49312613,800000,80.0,202007,-0.0400386397644692,2
600006.SH,20200831,17.004130035774427,18.080481959154227,16.827962932507965,17.166707680849786,2420022,41543810.25522546,800000,80.0,202008,0.0282835574310751,2
600006.SH,20200930,16.295804783792438,16.375365531403414,15.862728231209504,16.26463798666516,2506776,40771804.15366054,800000,80.0,202009,-0.052547623630297,2
600006.SH,20201030,16.429203852540102,16.776642703112636,15.916705866860022,16.636718106989843,2327108,38715439.80052092,800000,80.0,202010,0.0228766309234633,2
600006.SH,20201130,17.289572078906282,17.975706135417177,16.29331504766959,17.268990531591527,2387273,41225794.8333241,800000,80.0,202011,0.0380046365235964,2
600006.SH,20201231,15.925660063433927,16.21896916235523,15.131156342370822,15.824121273560522,2751445,43539199.35753173,800000,80.0,202012,-0.0836684260951902,2
600006.SH,20210129,16.356102312004207,16.678563605894514,16.170487296567842,16.612833766356964,2444713,40613610.67545183,800000,80.0,202101,0.0498424196302293,2
600006.SH,20210226,17.46959900706172,17.515035598402786,16.98415458523258,17.451585314045833,2065914,36053474.422481686,800000,80.0,202102,0.0504881683332945,2
