ts_code,trade_date,open,high,low,close,vol,amount,total_mv,market_cap,year_month,monthly_return,market_cap_group
600000.SH,2019-01-31,9.416189385775953,9.99827054931908,9.229348829888805,9.50588986138428,1676082,15932650.89064869,100000,10.0,201901,0.0,1
600000.SH,2019-02-28,9.148588454769197,9.758616761602395,9.065653172459186,9.363432896353228,1502471,14068286.38721673,100000,10.0,201902,-0.0149861787910835,1
600000.SH,2019-03-29,9.944019189367312,10.415285729006998,9.563652972750722,9.871546850250546,2078096,20514022.023318257,100000,10.0,201903,0.0542657761871945,1
600000.SH,2019-04-30,9.350669926331753,9.562120823253766,8.974734908972719,9.249199970917187,1445761,13372132.599153204,100000,10.0,201904,-0.0630445145805657,1
600000.SH,2019-05-31,8.593394526019221,8.604947310664253,8.227394884494325,8.595863020220412,1303979,11208824.865243992,100000,10.0,201905,-0.0706371310763204,1
600000.SH,2019-06-28,8.044222924871713,8.56836943862251,7.68159826642886,8.08676672088782,2155093,17427734.352818295,100000,10.0,201906,-0.0592257343020733,1
600000.SH,2019-07-31,8.54912178704359,8.756162673133236,8.118216040279414,8.531758932755242,1747359,14908045.756980266,100000,10.0,201907,0.0550272101602762,1
600000.SH,2019-08-30,8.538171303712039,8.855663493767663,8.108254596929598,8.603120438322245,1949836,16774673.942976492,100000,10.0,201908,0.008364219632722,1
600000.SH,2019-09-30,8.457024226167357,8.580214468277394,8.133893676541293,8.54988996942264,1819533,15556806.945733486,100000,10.0,201909,-0.0061873443805914,1
600000.SH,2019-10-31,8.687873742339992,9.04569405724363,8.517757206385392,8.6549050356569,2028962,17560473.430956498,100000,10.0,201910,0.0122826219530112,1
600000.SH,2019-11-29,9.290542130201825,9.51997108431116,9.005347721981812,9.150902640502135,1763518,16137781.522773044,100000,10.0,201911,0.0573082665611925,1
600000.SH,2019-12-31,9.86854818735539,10.012052799793937,9.448984119621391,9.864534664401395,1958885,19323488.98607593,100000,10.0,201912,0.0779848777694025,1
600000.SH,2020-01-31,9.166709891051587,9.166709891051587,8.722522442444566,9.055152682381884,1545952,13998831.39963364,100000,10.0,202001,-0.0820496870410286,1
600000.SH,2020-02-28,9.276975065360382,9.76486392462053,9.101211814014922,9.28222467068752,2081846,19324162.30177213,100000,10.0,202002,0.0250765499236071,1
600000.SH,2020-03-31,9.508778387121652,9.508778387121652,9.407694905289308,9.440297418911625,1704332,16089400.980568483,100000,10.0,202003,0.0170296188502401,1
600000.SH,2020-04-30,10.36530480416484,10.833169119182024,9.882530427311645,10.406799063801794,2121025,22073080.9843002,100000,10.0,202004,0.1023804232008613,1
600000.SH,2020-05-29,10.77839963335955,10.77839963335955,10.491108758058171,10.671122753367316,1024059,10927859.29569058,100000,10.0,202005,0.0253991345412756,1
600000.SH,2020-06-30,10.718536722667634,10.718536722667634,10.476315689448818,10.567045051741273,1402502,14820301.819157235,100000,10.0,202006,-0.0097532100446696,1
600000.SH,2020-07-31,10.165455716790907,10.699714556207722,9.57234299781366,10.1650901702245,1878834,19098517.024883576,100000,10.0,202007,-0.0380385320161511,1
600000.SH,2020-08-31,10.071680640511758,10.38582152601588,9.65965197212574,10.035767455143391,1609475,16152316.82486691,100000,10.0,202008,-0.0127222398341254,1
600000.SH,2020-09-30,9.755490417087763,10.137845326699107,9.277543842263874,9.776945181938714,2277738,22269319.564818725,100000,10.0,202009,-0.0257899831140496,1
600000.SH,2020-10-30,10.272258766352705,10.436682855433476,10.002311014413678,10.219686171180811,958787,9798502.245007936,100000,10.0,202010,0.0452841844771705,1
600000.SH,2020-11-30,9.698108407301772,9.827191856979857,9.530123635317809,9.642266975450084,815923,7867347.397410158,100000,10.0,202011,-0.0565006778152378,1
600000.SH,2020-12-31,9.73779094500614,10.124295528616868,9.320805622859892,9.89171211782253,1832310,18124683.0306074,100000,10.0,202012,0.025869968442852,1
600000.SH,2021-01-29,10.717575434343482,11.21107736948844,10.441862041235138,10.866463400708682,1367383,14858617.32425124,100000,10.0,202101,0.0985422211317572,1
600000.SH,2021-02-26,9.393488400063768,9.644163104434943,9.150531080812303,9.541958077463704,1081748,10321994.066380206,100000,10.0,202102,-0.1218892729311172,1
600000.SH,2021-03-31,9.313139310171191,9.358286775232171,9.089539053583175,9.169070365717578,1422479,13042810.044755576,100000,10.0,202103,-0.0390787413567468,1
600000.SH,2021-04-30,8.412997287863687,8.653370288849228,7.965249758409453,8.400425099568888,2153445,18089853.428541124,100000,10.0,202104,-0.0838302287462634,1
600000.SH,2021-05-31,8.590728733357455,8.933058999009043,8.382355495613261,8.66052333135501,1938467,16788138.680561755,100000,10.0,202105,0.0309625082901423,1
600000.SH,2021-06-30,8.193595696140434,8.41833456376068,8.138252080162125,8.245888896965479,1865581,15383373.654289754,100000,10.0,202106,-0.0478763717301433,1
600000.SH,2021-07-30,8.803046926752563,8.839034693426933,8.594566263941616,8.673797249551725,1443523,12520825.827064656,100000,10.0,202107,0.0518935384569296,1
600000.SH,2021-08-31,8.5347724907474,8.962443967904289,8.175711002071965,8.480965372768004,1671867,14179046.134873524,100000,10.0,202108,-0.0222315407238378,1
600000.SH,2021-09-30,8.75844719779914,9.042737511779343,8.703773262733579,8.882939154868819,1214242,10786037.805286223,100000,10.0,202109,0.0473971728963231,1
600000.SH,2021-10-29,8.67903799271743,8.958565816735291,8.054434173118686,8.508488628968806,2105783,17917030.71057582,100000,10.0,202110,-0.042153899668982,1
600000.SH,2021-11-30,8.714330252999012,8.920259451639803,8.416620198921521,8.818520911327745,1724748,15209726.304770706,100000,10.0,202111,0.0364379969085666,1
