ts_code,trade_date,open,high,low,close,vol,amount,total_mv,market_cap,year_month,monthly_return,market_cap_group
600004.SH,20190131,13.96923123917886,14.05734730242988,13.361649997461631,13.856772443369817,1579261,21883460.305688657,6000000,600.0,201901,0.0,5
600004.SH,20190228,13.208521723203877,13.208521723203877,12.802397973319938,13.02571343526515,1719294,22395030.95497076,6000000,600.0,201902,-0.0599749336651848,5
600004.SH,20190329,13.327194789864729,13.516906679315444,13.327194789864729,13.487629050747422,1925059,25964481.692802783,6000000,600.0,201903,0.0354618284655108,5
600004.SH,20190430,13.614050168852266,14.071079575628673,13.416196674709076,13.779017894441385,2912839,40136060.70462675,6000000,600.0,201904,0.0216041561194784,5
600004.SH,20190531,14.152882141819044,14.6469023315146,13.968759396154,14.055059326125308,2045192,28745294.893316872,6000000,600.0,201905,0.0200334620216497,5
600004.SH,20190628,13.53900268458096,13.53900268458096,13.059356257864884,13.425589860993254,1260728,16926017.054270305,6000000,600.0,201906,-0.0447859699860538,5
600004.SH,20190731,13.007585693206618,13.101371120224842,12.815085879803163,12.897697699750006,2176242,28068511.43749935,6000000,600.0,201907,-0.0393198486404673,5
600004.SH,20190830,14.163663508383074,14.326518364388075,14.101590415314504,14.187746846186146,2051277,29102998.78740418,6000000,600.0,201908,0.1000216609559041,5
600004.SH,20190930,13.890784313401824,14.46724199101549,13.511216554631352,13.899470696787784,1914040,26604142.89247969,6000000,600.0,201909,-0.020318670224642,5
600004.SH,20191031,14.19596890373071,14.490261533670944,14.19596890373071,14.345799440383551,2389640,34281296.17471816,6000000,600.0,201910,0.032111204328012,5
600004.SH,20191129,15.081031223935549,15.160440069614449,14.508116613834291,14.904118353185943,1883356,28069760.72518287,6000000,600.0,201911,0.038918633647611,5
600004.SH,20191231,15.128749155537076,15.377864339688012,14.460586152927052,15.089820462880365,2843105,42901944.00711747,6000000,600.0,201912,0.0124597849596868,5
600004.SH,20200131,15.529026242527044,15.529026242527044,14.6469919469724,15.431011449300373,2099257,32393658.802023947,6000000,600.0,202001,0.0226106723575212,5
600004.SH,20200228,15.093856153523166,15.900298575106492,15.080770338764443,15.192423681005137,2285858,34727723.21061504,6000000,600.0,202002,-0.0154615767786272,5
600004.SH,20200331,14.73769179518754,14.73769179518754,14.060891489686648,14.567772044806526,2348510,34212558.32494857,6000000,600.0,202003,-0.0411159963225356,5
600004.SH,20200430,14.16935791449608,14.837475095337613,13.530210876517032,14.281570055826634,3127530,44666038.79669947,6000000,600.0,202004,-0.0196462429601185,5
600004.SH,20200529,13.609020026600536,14.12736842406172,13.0514776625238,13.412717713618278,2213894,29694335.269873224,6000000,600.0,202005,-0.0608373126212323,5
600004.SH,20200630,12.99300362945164,13.640494782350808,12.821091819956187,13.1003649983538,2267677,29707396.398371942,6000000,600.0,202006,-0.023287802064703,5
600004.SH,20200731,13.301102130359702,13.55054470129542,13.019983981606764,13.277118898603147,1086945,14431498.001242198,6000000,600.0,202007,0.0134922882126993,5
600004.SH,20200831,14.261526109864684,14.372056155207153,13.69739316666729,14.176669426263844,1661950,23560915.7529792,6000000,600.0,202008,0.0677519373390063,5
600004.SH,20200930,15.060141947981991,15.3946520079546,14.95506664821142,15.026316508551131,1213986,18241737.872949958,6000000,600.0,202009,0.059932771001433,5
600004.SH,20201030,14.504340491658684,14.868434018418212,13.97261621932321,14.562589978822844,2866301,41740766.2188899,6000000,600.0,202010,-0.0308609584700543,5
600004.SH,20201130,15.745338795992456,16.41118373343966,15.572058634708032,15.66893016442734,2578817,40407303.47983801,6000000,600.0,202011,0.0759713888266684,5
600004.SH,20201231,16.108123631358648,16.89540211774731,15.099359012187684,16.038352886664537,2563675,41117124.33671971,6000000,600.0,202012,0.023576767421932,5
600004.SH,20210129,16.30581352668269,17.32161094841273,15.700663395765313,16.4311526180017,2530544,41579754.670568496,6000000,600.0,202101,0.0244912762621507,5
600004.SH,20210226,14.548649371216124,14.677913386413207,13.9716720368235,14.52945561092477,1918990,27881880.02280853,6000000,600.0,202102,-0.1157372858306642,5
600004.SH,20210331,14.881281853324948,15.56034076731831,14.33306645648164,14.949855920550291,2691059,40230944.32370015,6000000,600.0,202103,0.0289343469489262,5
