ts_code,trade_date,open,high,low,close,vol,amount,total_mv,market_cap,year_month,monthly_return,market_cap_group
600019.SH,20190131,31.83298068258968,31.83298068258968,30.814781244453776,31.116496057776825,5032820,156603723.68950036,11000000,1100.0,201901,0.0,5
600019.SH,20190228,32.74396454042619,33.541581380300435,31.920580898390128,32.71898387162248,4953798,162083236.86527568,11000000,1100.0,201902,0.0514996229289494,5
600019.SH,20190329,34.097573979120874,36.27902310778137,33.11062025640329,34.252173771213585,4461956,152831692.27150908,11000000,1100.0,201903,0.0468593372461318,5
600019.SH,20190430,32.84020422209959,33.59143848005206,32.72575281006973,32.965210981660285,3819058,125896052.72119756,11000000,1100.0,201904,-0.0375731712138777,5
600019.SH,20190531,34.06816642728288,34.06816642728288,32.20162134572647,33.94885331480043,4935517,167555142.66570386,11000000,1100.0,201905,0.029838799869577,5
600019.SH,20190628,34.046133385762616,34.105251285353845,32.72182261344433,33.60632619661275,3759442,126341034.16924624,11000000,1100.0,201906,-0.010089504791561,5
600019.SH,20190731,32.707588402517864,33.77301111098546,31.296678912878264,33.12741182646492,4268083,141390543.25053388,11000000,1100.0,201907,-0.0142507207525736,5
600019.SH,20190830,31.466138395362982,31.81856397816247,30.51307885857243,31.484346992933087,5042907,158772633.84109122,11000000,1100.0,201908,-0.0495983459902901,5
600019.SH,20190930,29.34833713731354,29.85731683089594,29.340510321870084,29.70007209120176,4697807,139525206.57055226,11000000,1100.0,201909,-0.0566718090780737,5
600019.SH,20191031,30.41443919208187,31.5104702939237,28.997816548868126,30.555748457843663,5028459,153648328.3345801,11000000,1100.0,201910,0.0288105821431789,5
600019.SH,20191129,31.96447880573247,31.96447880573247,29.975185728604,31.60476742868917,4395819,138928837.153613,11000000,1100.0,201911,0.0343313132156717,5
600019.SH,20191231,28.29444308742699,29.60864017571431,27.77565160979361,28.45075926789118,4621883,131496080.59735867,11000000,1100.0,201912,-0.0997953289140469,5
600019.SH,20200131,29.26564038593332,29.996506804112748,28.13205305750417,29.072415469137397,4735133,137661753.87762296,11000000,1100.0,202001,0.0218502499491393,5
600019.SH,20200228,28.21930566134593,28.21930566134593,27.686702376950038,27.870734042960752,3611881,100665774.74582312,11000000,1100.0,202002,-0.0413340758511214,5
600019.SH,20200331,27.26724771682522,28.594620895609225,26.61136724555935,27.082729190538664,6296695,170531685.48041886,11000000,1100.0,202003,-0.0282735593259737,5
600019.SH,20200430,27.327934213588936,28.68751282496724,26.860945804684786,27.201407809685005,5145074,139953256.08500728,11000000,1100.0,202004,0.0043820775340397,5
600019.SH,20200529,26.541629103481657,27.546137106423675,26.113227313052995,26.557811591478927,5077726,134853290.42115393,11000000,1100.0,202005,-0.0236604010611879,5
600019.SH,20200630,28.694707116396696,28.694707116396696,26.847785016408864,28.245308718920796,5041936,142411038.86104062,11000000,1100.0,202006,0.0635405188273607,5
600019.SH,20200731,28.488800888300403,29.54013323939032,27.32233208266902,28.34908960309101,5304980,150391353.36260572,11000000,1100.0,202007,0.0036742697770795,5
600019.SH,20200831,27.20932710056957,27.814629978909085,26.454810932806875,26.804332132114272,4180159,112046370.20104666,11000000,1100.0,202008,-0.0544905495239714,5
600019.SH,20200930,28.55266059173086,29.315077074072136,27.921440374805695,28.476374836581652,3937036,112112512.88111608,11000000,1100.0,202009,0.0623795696988886,5
600019.SH,20201030,28.76733148961281,30.40831518726789,27.439500251386903,29.0365018478774,8221500,238723599.942324,11000000,1100.0,202010,0.0196698847557021,5
600019.SH,20201130,27.505892299062182,28.822185242929457,26.087524844743445,27.690755781739245,5560294,153968743.22867003,11000000,1100.0,202011,-0.0463467008935349,5
600019.SH,20201231,23.765556311225883,24.340796612752992,22.411661323052783,23.57842574364808,4843780,114208707.04856768,11000000,1100.0,202012,-0.1485091295631251,5
600019.SH,20210129,21.88409618745833,22.271207408502917,21.0286353547832,22.107906163014864,3282151,72561486.3208454,11000000,1100.0,202101,-0.0623671655021058,5
600019.SH,20210226,21.501550784301443,21.72284368968395,20.955472987808484,21.546738827219087,3733198,80438242.29629664,11000000,1100.0,202102,-0.0253831064623647,5
600019.SH,20210331,22.001118866563072,22.436003432004934,21.797167751815163,22.014295991791048,4894916,107758129.67895389,11000000,1100.0,202103,0.0216996719699091,5
600019.SH,20210430,20.992388496156472,22.41085090209445,20.978167778420264,21.24339771500264,6435283,136707276.17759532,11000000,1100.0,202104,-0.0350180753940927,5
600019.SH,20210531,21.197831279170035,22.41521727957806,20.117923868459076,21.29838907116134,5271061,112265107.99582475,11000000,1100.0,202105,0.0025886328023632,5
600019.SH,20210630,22.510846759872297,23.262414603869956,21.938525479126454,22.32459836382723,3883685,86701707.79662035,11000000,1100.0,202106,0.0481824840947906,5
600019.SH,20210730,23.56787094209196,24.3941032234348,22.37312048684529,23.403964434631533,6329203,148128441.9115632,11000000,1100.0,202107,0.0483487341278761,5
600019.SH,20210831,22.98705679530041,23.809470562247867,22.31432125032491,23.3426326981678,4275750,99807261.75919096,11000000,1100.0,202108,-0.0026205704010121,5
600019.SH,20210930,22.15416671478454,23.45888449262672,21.38642822420321,22.270199459672916,6534882,145533125.58542624,11000000,1100.0,202109,-0.0459431141449208,5
600019.SH,20211029,22.50017330873532,22.511393291915567,21.17736468880624,22.27496609497768,4945952,110170913.10738704,11000000,1100.0,202110,0.0002140364891387,5
600019.SH,20211130,20.393265066174965,20.400582488439056,20.316795172876105,20.337445881442942,2343276,47656248.83528409,11000000,1100.0,202111,-0.0869819601643115,5
600019.SH,20211231,19.616038803109657,20.633066982208543,19.00501453352061,19.847150232292027,3226360,64034051.6234577,11000000,1100.0,202112,-0.0241080247740592,5
600019.SH,20220131,21.1572372947306,21.805567008490677,20.882151599749992,20.99149154621602,4242128,89048594.04996628,11000000,1100.0,202201,0.0576577141065879,5
600019.SH,20220228,21.028833787102396,21.306356191600827,19.67975204610554,20.750162702721724,6042191,125376446.33092088,11000000,1100.0,202202,-0.0114965076665931,5
600019.SH,20220331,20.6188066563176,20.66234661623483,19.602706732684545,20.626298173282706,4470024,92200047.86572984,11000000,1100.0,202203,-0.005969328106655,5
600019.SH,20220429,20.64024649042673,21.401728123435834,19.809336843758214,21.065952480717087,4415283,93012141.86691798,11000000,1100.0,202204,0.0213152308640562,5
600019.SH,20220531,20.78717089767916,21.267105532175755,20.10059099852708,20.650494320716163,5276360,108959442.21405391,11000000,1100.0,202205,-0.0197217837826805,5
600019.SH,20220630,20.497802853971194,21.504623180624,20.398490336423144,20.60921636345801,4685481,96564091.69587162,11000000,1100.0,202206,-0.0019988847054736,5
600019.SH,20220729,20.51707949765393,20.56563597634516,20.32899772190024,20.5579137078447,3430088,70515453.11431362,11000000,1100.0,202207,-0.0024893064689386,5
600019.SH,20220831,21.12425497349433,22.313703494148957,19.9823214609862,21.157614484294385,5237955,110822632.5760822,11000000,1100.0,202208,0.0291712858110131,5
600019.SH,20220930,20.881000993124463,21.59693476591844,20.53675398952149,21.11164030012148,4527260,95577884.66512796,11000000,1100.0,202209,-0.0021729379844328,5
600019.SH,20221031,21.52936784239741,22.521072755682287,20.712051391228453,21.590673846065005,5167181,111562919.67458402,11000000,1100.0,202210,0.0226904939234291,5
600019.SH,20221130,22.776854867996025,23.69685493478085,22.553535361386736,22.914201397644057,4821316,110476605.82568364,11000000,1100.0,202211,0.061300891348524,5
600019.SH,20221230,21.85562877572571,22.917719447897703,20.531332755648467,21.69022583998764,6399754,138812109.58036426,11000000,1100.0,202212,-0.0534155887179319,5
600019.SH,20230131,22.21169939042085,23.038187903798825,20.96967378423407,22.156853672302628,5716784,126665946.5641609,11000000,1100.0,202301,0.0215132767983781,5
600019.SH,20230228,21.008072434522656,21.796239943760742,19.99522701323043,20.85904400947298,4426816,92339149.76583914,11000000,1100.0,202302,-0.0585737344310751,5
600019.SH,20230331,22.54780956750865,22.895677456629823,21.233158948076177,22.094225971293405,4099550,90576384.08061588,11000000,1100.0,202303,0.0592156553895506,5
600019.SH,20230428,22.313377978640588,22.84088876062839,22.313377978640588,22.425556735660344,4386964,98380110.07929944,11000000,1100.0,202304,0.0149962603259978,5
600019.SH,20230531,23.609896923008986,23.93617185369413,23.04019630766576,23.65418000852353,5432738,128506962.59114613,11000000,1100.0,202305,0.0547867456467412,5
600019.SH,20230630,25.79301933652432,25.915184995175583,25.308366566824503,25.372834773933224,4318908,109582939.0878184,11000000,1100.0,202306,0.0726575499463686,5
600019.SH,20230731,24.09687725412769,25.24155681288116,23.872367171326733,24.133319964779098,3633601,87690855.55734129,11000000,1100.0,202307,-0.0488520427535177,5
600019.SH,20230831,24.15661661331752,24.322806277362183,23.783479573652222,24.177289928734083,5207186,125895645.63484512,11000000,1100.0,202308,0.001821960841656,5
600019.SH,20230929,23.639363435007137,24.15134063098208,22.966468634423187,23.90436692752572,3715696,88821360.57513961,11000000,1100.0,202309,-0.0112884033741101,5
600019.SH,20231031,23.25452576523849,24.002895051635907,22.926402405434903,23.241125879773413,2789013,64819802.21332449,11000000,1100.0,202310,-0.0277456018711205,5
600019.SH,20231130,23.11903538898537,23.75309826672961,22.56151153265489,22.664301694832098,3294764,74673525.30927178,11000000,1100.0,202311,-0.0248191153873196,5
600019.SH,20231229,22.624446894867155,23.475810956251298,21.557006556953457,22.646920222801317,5062823,114657348.58316362,11000000,1100.0,202312,-0.0007669096654651,5
600019.SH,20240131,21.72485010878311,21.971059323881217,20.720149567938645,21.78724124263697,4317753,94071926.23711953,11000000,1100.0,202401,-0.0379600833891224,5
600019.SH,20240229,19.934916487309945,20.821334632296743,19.22493995995428,19.89133275180252,5351224,106442977.21343169,11000000,1100.0,202402,-0.0870192086148206,5
600019.SH,20240329,23.025061089480964,23.025061089480964,21.14889450433012,22.48871610555773,4908659,110389438.7099909,11000000,1100.0,202403,0.1305786488097355,5
600019.SH,20240430,21.55708265194224,21.95177292615289,20.895223268201107,21.54281578140843,4793861,103273264.4046784,11000000,1100.0,202404,-0.0420611083224772,5
600019.SH,20240531,21.182014916966327,21.22592239635805,20.831970484905632,20.91791673771388,2665280,55752105.122694045,11000000,1100.0,202405,-0.0290073057317716,5
600019.SH,20240628,19.77449545806195,20.27972271424528,19.77449545806195,19.88343120715377,4257796,84659593.86009449,11000000,1100.0,202406,-0.0494545199472462,5
600019.SH,20240731,17.916246197951132,19.06474280184221,17.916246197951132,18.07561376868678,5275850,95364226.90152614,11000000,1100.0,202407,-0.0909207983085215,5
600019.SH,20240830,18.020512168940105,18.32523251522709,17.615493029362028,17.9620398031263,5592537,100453372.19445656,11000000,1100.0,202408,-0.0062832702122254,5
600019.SH,20240930,18.9021078760606,19.287952532976025,18.1165941439923,18.57849853784678,5417674,100652248.48753051,11000000,1100.0,202409,0.0343200851059903,5
